LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Change,Flag Codes
GBR,CLI,AMPLITUD,LTRENDIDX,M,1987-09,102.4016,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1987-10,102.0921,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1987-11,101.7665,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1987-12,101.4717,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-01,101.2422,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-02,101.0912,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-03,101.0244,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-04,101.0329,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-05,101.0687,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-06,101.0691,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-07,101.018,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-08,100.9156,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-09,100.7665,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-10,100.6049,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-11,100.4798,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1988-12,100.4008,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-01,100.3768,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-02,100.3893,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-03,100.4121,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-04,100.4522,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-05,100.4646,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-06,100.4184,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-07,100.3243,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-08,100.1823,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-09,99.99413,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-10,99.79758,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-11,99.6431,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1989-12,99.53333,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-01,99.44548,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-02,99.38033,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-03,99.37218,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-04,99.43155,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-05,99.50114,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-06,99.524,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-07,99.47627,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-08,99.36008,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-09,99.19054,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-10,98.99382,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-11,98.79881,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1990-12,98.67026,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-01,98.66051,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-02,98.7935,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-03,99.04396,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-04,99.32204,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-05,99.59328,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-06,99.85271,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-07,100.0985,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-08,100.3158,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-09,100.4557,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-10,100.4975,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-11,100.4672,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1991-12,100.4103,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-01,100.3829,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-02,100.4051,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-03,100.4494,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-04,100.4547,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-05,100.3318,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-06,100.0659,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-07,99.72475,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-08,99.41798,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-09,99.22569,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-10,99.17919,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-11,99.25515,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1992-12,99.41309,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-01,99.59409,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-02,99.78864,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-03,99.98624,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-04,100.1794,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-05,100.3551,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-06,100.5007,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-07,100.6423,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-08,100.7781,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-09,100.8704,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-10,100.9084,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-11,100.8941,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1993-12,100.8385,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-01,100.7492,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-02,100.605,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-03,100.4309,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-04,100.2776,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-05,100.1743,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-06,100.1114,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-07,100.0653,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-08,100.0257,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-09,99.9628,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-10,99.87341,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-11,99.76963,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1994-12,99.66579,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-01,99.60159,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-02,99.57856,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-03,99.58682,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-04,99.62737,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-05,99.69372,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-06,99.77248,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-07,99.83402,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-08,99.87201,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-09,99.88371,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-10,99.8735,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-11,99.85234,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1995-12,99.83935,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-01,99.83988,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-02,99.86212,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-03,99.88861,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-04,99.90451,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-05,99.89172,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-06,99.87242,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-07,99.86726,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-08,99.88661,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-09,99.92279,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-10,99.96682,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-11,100.0063,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1996-12,100.0552,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-01,100.1294,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-02,100.2313,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-03,100.3431,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-04,100.4563,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-05,100.5556,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-06,100.6354,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-07,100.7026,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-08,100.7709,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-09,100.8235,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-10,100.844,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-11,100.8323,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1997-12,100.8106,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-01,100.785,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-02,100.756,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-03,100.6943,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-04,100.5648,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-05,100.3509,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-06,100.0563,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-07,99.72204,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-08,99.42197,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-09,99.22722,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-10,99.17286,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-11,99.28712,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1998-12,99.54173,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-01,99.90489,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-02,100.3455,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-03,100.7933,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-04,101.1761,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-05,101.4693,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-06,101.6645,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-07,101.7402,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-08,101.68,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-09,101.5137,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-10,101.2825,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-11,101.0579,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,1999-12,100.8753,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-01,100.736,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-02,100.6359,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-03,100.5712,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-04,100.5113,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-05,100.4605,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-06,100.4112,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-07,100.3726,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-08,100.3589,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-09,100.3782,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-10,100.439,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-11,100.5146,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2000-12,100.5682,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-01,100.5774,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-02,100.5518,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-03,100.5025,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-04,100.4443,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-05,100.3831,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-06,100.3031,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-07,100.1971,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-08,100.0896,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-09,99.99574,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-10,99.93005,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-11,99.91602,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2001-12,99.94769,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-01,100.0235,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-02,100.1282,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-03,100.2454,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-04,100.3366,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-05,100.3522,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-06,100.3004,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-07,100.2179,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-08,100.1139,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-09,99.98048,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-10,99.80101,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-11,99.57067,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2002-12,99.30386,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-01,99.0485,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-02,98.87666,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-03,98.81945,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-04,98.86788,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-05,98.97749,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-06,99.11967,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-07,99.26604,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-08,99.40923,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-09,99.55283,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-10,99.69472,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-11,99.83662,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2003-12,99.97449,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-01,100.0789,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-02,100.1337,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-03,100.1374,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-04,100.0998,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-05,100.0438,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-06,99.99149,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-07,99.96247,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-08,99.97591,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-09,100.0317,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-10,100.1162,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-11,100.1976,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2004-12,100.2518,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-01,100.2723,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-02,100.2587,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-03,100.2208,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-04,100.1657,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-05,100.1048,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-06,100.0604,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-07,100.0405,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-08,100.0385,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-09,100.0564,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-10,100.1032,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-11,100.1937,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2005-12,100.3146,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-01,100.4366,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-02,100.5756,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-03,100.7136,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-04,100.8447,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-05,100.9583,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-06,101.0596,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-07,101.1688,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-08,101.3139,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-09,101.5212,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-10,101.7576,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-11,101.997,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2006-12,102.2281,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-01,102.4376,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-02,102.6303,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-03,102.789,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-04,102.8968,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-05,102.9335,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-06,102.8806,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-07,102.7461,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-08,102.5687,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-09,102.3799,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-10,102.166,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-11,101.9037,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2007-12,101.5981,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-01,101.2372,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-02,100.8099,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-03,100.3034,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-04,99.6881,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-05,98.95727,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-06,98.13309,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-07,97.27509,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-08,96.45776,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-09,95.71171,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-10,95.07481,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-11,94.60765,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2008-12,94.34663,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-01,94.28769,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-02,94.46632,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-03,94.88944,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-04,95.54408,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-05,96.36963,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-06,97.30951,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-07,98.29832,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-08,99.25159,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-09,100.0983,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-10,100.7737,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-11,101.2413,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2009-12,101.5225,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-01,101.6534,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-02,101.6755,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-03,101.6162,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-04,101.4876,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-05,101.3031,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-06,101.1002,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-07,100.909,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-08,100.7676,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-09,100.6814,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-10,100.6401,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-11,100.6322,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2010-12,100.6402,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-01,100.6426,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-02,100.6252,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-03,100.558,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-04,100.4304,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-05,100.2331,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-06,99.94591,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-07,99.59491,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-08,99.2253,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-09,98.87852,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-10,98.5864,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-11,98.37274,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2011-12,98.24668,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-01,98.20275,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-02,98.2109,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-03,98.24178,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-04,98.28561,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-05,98.35408,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-06,98.47369,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-07,98.65076,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-08,98.85859,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-09,99.07525,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-10,99.27973,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-11,99.46048,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2012-12,99.62681,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-01,99.81081,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-02,100.0181,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-03,100.2524,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-04,100.5022,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-05,100.7525,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-06,100.9973,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-07,101.2382,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-08,101.4471,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-09,101.6108,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-10,101.726,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-11,101.8224,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2013-12,101.9174,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-01,102.012,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-02,102.0963,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-03,102.1647,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-04,102.1898,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-05,102.1568,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-06,102.0661,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-07,101.9348,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-08,101.7859,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-09,101.6304,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-10,101.4853,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-11,101.3575,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2014-12,101.2625,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-01,101.2085,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-02,101.1951,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-03,101.1982,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-04,101.1878,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-05,101.1471,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-06,101.0751,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-07,100.9576,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-08,100.8081,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-09,100.6452,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-10,100.4864,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-11,100.3361,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2015-12,100.1961,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-01,100.0568,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-02,99.93951,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-03,99.85597,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-04,99.79815,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-05,99.77036,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-06,99.78027,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-07,99.84339,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-08,99.98699,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-09,100.1873,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-10,100.3807,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-11,100.5487,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2016-12,100.6883,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2017-01,100.7886,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2017-02,100.8597,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2017-03,100.8969,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2017-04,100.89,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2017-05,100.884,,
GBR,CLI,AMPLITUD,LTRENDIDX,M,2017-06,100.8625,,
